date_mesure,A,B,C
2019-10-24,-1.230196546364252,0.27494713357192946,-1.3583336599395959
2019-10-31,-0.6593803824395128,-0.6508787044029256,-1.2258518263275044
2019-11-07,0.0009563070549483133,-1.3134463417521298,-1.1637167498962848
2019-11-14,0.268587714781641,-1.2997075829972502,-1.0682319241274114
2019-11-21,0.4778389866410164,-1.2232887188758235,-0.9772891710946149
2019-11-28,0.9336781196401247,-1.573297442507354,-0.8705687911541162
2019-12-05,0.9210763094344162,-1.4492209514896184,-0.7567310971472393
2019-12-12,1.2395232393332243,-1.8820563770619518,-0.482093249368582
2019-12-19,1.5513954120903113,-1.986557610650871,-0.21018306854651272
2019-12-26,1.4720396608976924,-1.8854475147393794,-0.10929960872952407
2020-01-02,1.2638559863592973,-1.6195466548122495,0.01189843676144739
2020-01-09,1.3268399583665038,-1.326036621188508,0.13963944060970468
2020-01-16,1.425340970311068,-1.3814244611531794,0.17037043209671546
2020-01-23,1.3063743779114494,-1.3112364413715532,0.2632512076425199
2020-01-30,1.6096823862817846,-1.8446923111012077,0.37401387124510177
2020-02-06,1.562618335571806,-1.8450905314930302,0.5370990064305956
2020-02-13,1.475799881949302,-1.4754134759757558,0.6365359948048309
