date_mesure,A,C,B,D
2015-04-30,1.0562312692671991,1.0147739063402907,0.805761317446793,0.617559005316426
2015-05-07,0.6975094923274062,0.9033633147011864,0.6302391875887275,0.5982381494153752
2015-05-14,0.44027147333578204,0.776466647464129,0.48283736972416763,0.6339392552347372
2015-05-21,0.22619176409974975,0.6396178076751129,0.3506634348082373,0.6320273857015763
2015-05-28,0.01400512277153615,0.5157020462398206,0.19931706428733514,0.6356195495521717
2015-06-04,-0.13791850453510665,0.40344030686204685,0.044562575654478305,0.6267723497388319
2015-06-11,0.10725782504300371,0.4765072924730275,0.08965839326331612,0.6056858368770299
2015-06-18,-0.10495174405132757,0.4232050775581846,-0.01599145901520338,0.5927624962422756
2015-06-25,-0.3452458427020014,0.2844264324284301,-0.2478821935527994,0.610512470157013
2015-07-02,-0.544990863241332,0.16207214840766465,-0.42730205299161916,0.6654436913786079
2015-07-09,-0.7200689038067887,0.05075665536927493,-0.6049082711544412,0.7289365400629646
2015-07-16,-0.8399472132878698,-0.19816805743760774,-0.7706644708156478,0.8268835705350575
2015-07-23,-0.9539567145234213,-0.16595206378713795,-0.9123713750939155,0.8942215751336188
2015-07-30,-0.986524075183885,-0.2209787507881259,-0.9870421692617639,0.9014129864489535
2015-08-06,-1.0148971224167553,-0.29279226477935993,-1.0658871544522253,0.8698707148290273
2015-08-13,-0.7945406207711447,-0.30406315291797986,-1.0902172267877424,0.8676879680116136
2015-08-20,-0.3574858126783195,-0.27729364326231,-1.1492597041273735,0.752390594446864
2015-08-27,-0.2724299600185314,-0.21758848951353157,-1.1227163354508538,0.5359919576967274
2015-09-03,-0.4260813650083623,-0.2637394418951007,-1.1004916885851395,0.5943152933785985
2015-09-10,0.16576534474855573,-0.26973689410820295,-0.9958300918630755,0.5898276774515017
2015-09-17,0.1508928543014229,-0.2766300259194452,-0.9673987829075602,0.18528448541020903
2015-09-24,-0.17663949525498443,-0.3301990849935899,-0.9996212591218003,0.32110435692403055
